Change,Edition,Before reference,Before text,After reference,After text,Reason,Source
replacement,Riveduta (1927),Isaiah 48:2,"Poiché prendono il loro nome dalla città santa, s’appoggiano sull’Iddio d’Israele, che ha nome l’Eterno degli eserciti!",Isaiah 26:12,"O Eterno, tu ci darai la pace; poiché ogni opera nostra sei tu che la compi per noi.",The original is a relative clause in a rebuke; this full verse expresses peace and dependence on God.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Isaiah 48:2,"Porque de la santa ciudad se nombran, y en el Dios de Israel confían: su nombre, Jehová de los ejércitos.",Isaiah 26:12,"Jehová, tú nos depararás paz; porque también obraste en nosotros todas nuestras obras.",The original is a relative clause in a rebuke; this full verse expresses peace and dependence on God.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Isaiah 48:2,അവർ തങ്ങളെ തന്നേ വിശുദ്ധനഗരം എന്നു വിളിച്ചു യിസ്രായേലിന്റെ ദൈവത്തിൽ ആശ്രയിക്കുന്നുവല്ലോ; അവന്റെ നാമം സൈന്യങ്ങളുടെ യഹോവ എന്നാകുന്നു.,Isaiah 26:12,"യഹോവേ, നീ ഞങ്ങൾക്കായിട്ടു സമാധാനം നിയമിക്കും; ഞങ്ങളുടെ സകലപ്രവൃത്തികളെയും നീ ഞങ്ങൾക്കു വേണ്ടി നിവൎത്തിച്ചിരിക്കുന്നുവല്ലോ.",The original is a relative clause in a rebuke; this full verse expresses peace and dependence on God.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Isaiah 48:2,"(Sapagka't sila'y tinatawag ayon sa bayang banal, at nagsitiwala sa Dios ng Israel; ang Panginoon ng mga hukbo ang kaniyang pangalan):",Isaiah 26:12,"Panginoon, ikaw ay magaayos ng kapayapaan sa amin: sapagka't ikaw rin ang gumawa ng lahat naming gawa na para sa amin.",The original is a relative clause in a rebuke; this full verse expresses peace and dependence on God.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Psalms 87:2,The LORD loves the gates of Zion more than all the dwellings of Jacob.,Psalms 90:14,"Satisfy us in the morning with Your loving devotion, that we may sing for joy and be glad all our days.","The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 87:2,The Lord has more love for the doors of Zion than for all the tents of Jacob.,Psalms 90:14,In the morning give us your mercy in full measure; so that we may have joy and delight all our days.,"The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 87:2,The LORD loveth the gates of Zion more than all the dwellings of Jacob.,Psalms 90:14,O satisfy us early with thy mercy; that we may rejoice and be glad all our days.,"The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 87:2,The LORD loves the gates of Zion more than all the dwellings of Jacob.,Psalms 90:14,"Satisfy us in the morning with your loving kindness, that we may rejoice and be glad all our days.","The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Psalms 87:2,Der HERR liebt die Tore Zions über alle Wohnungen Jakobs.,Psalms 90:14,"Fülle uns früh mit deiner Gnade, so wollen wir rühmen und fröhlich sein unser Leben lang.","The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Psalms 87:2,L’Éternel aime les portes de Sion Plus que toutes les demeures de Jacob.,Psalms 90:14,"Rassasie-nous chaque matin de ta bonté, Et nous serons toute notre vie dans la joie et l’allégresse.","The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Psalms 87:2,Egli ama le porte di Sion più di tutte le dimore di Giacobbe.,Psalms 90:14,"Saziaci al mattino della tua benignità, e noi giubileremo, ci rallegreremo tutti i dì nostri.","The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Psalms 87:2,Ama Jehová las puertas de Sión más que todas las moradas de Jacob.,Psalms 90:14,Sácianos presto de tu misericordia: y cantaremos y nos alegraremos todos nuestros días.,"The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Psalms 87:2,"സീയോന്റെ പടിവാതിലുകളെ തന്നേ, യാക്കോബിന്റെ സകലനിവാസങ്ങളെക്കാളും അധികം സ്നേഹിക്കുന്നു.",Psalms 90:14,കാലത്തു തന്നേ ഞങ്ങളെ നിന്റെ ദയകൊണ്ടു തൃപ്തരാക്കേണമേ; എന്നാൽ ഞങ്ങളുടെ ആയുഷ്കാലമൊക്കെയും ഞങ്ങൾ ഘോഷിച്ചാനന്ദിക്കും.,"The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Psalms 87:2,"Minahal ng Panginoon ang mga pintuang-bayan ng Sion, ng higit kay sa lahat na tahanan ng Jacob.",Psalms 90:14,Oh busugin mo kami sa kinaumagahan ng iyong kagandahang-loob; upang kami ay mangagalak at mangatuwa sa lahat ng kaarawan namin.,"The original compares Zion with other dwellings; this complete prayer asks for love, joy and gladness.",https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Psalms 55:14,We shared sweet fellowship together; we walked with the crowd into the house of God.,Psalms 133:1,"Behold, how good and pleasant it is when brothers live together in harmony!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 55:14,"We had loving talk together, and went to the house of God in company.",Psalms 133:1,See how good and how pleasing it is for brothers to be living together in harmony!,The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 55:14,"We took sweet counsel together, and walked unto the house of God in company.",Psalms 133:1,"Behold, how good and how pleasant it is for brethren to dwell together in unity!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 55:14,We took sweet fellowship together. We walked in God’s house with company.,Psalms 133:1,See how good and how pleasant it is for brothers to live together in unity!,The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Psalms 55:14,die wir freundlich miteinander waren unter uns; wir wandelten im Hause Gottes unter der Menge.,Psalms 133:1,"Ein Lied Davids im höhern Chor. Siehe, wie fein und lieblich ist's, daß Brüder einträchtig beieinander wohnen!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Psalms 55:14,"C’est toi, que j’estimais mon égal, Toi, mon confident et mon ami!",Psalms 133:1,"Cantique des degrés. De David. Voici, oh! Qu’il est agréable, qu’il est doux Pour des frères de demeurer ensemble!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Psalms 55:14,"Insieme avevamo dolci colloqui, insieme ce n’andavamo tra la folla alla casa di Dio.",Psalms 133:1,"Canto dei pellegrinaggi. Di Davide. Ecco, quant’è buono e quant’è piacevole che fratelli dimorino assieme!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Psalms 55:14,"Que juntos comunicábamos dulcemente los secretos, á la casa de Dios andábamos en compañía.",Psalms 133:1,Cántico gradual: de David. ¡MIRAD cuán bueno y cuán delicioso es habitar los hermanos igualmente en uno!,The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Psalms 55:14,നാം തമ്മിൽ മധുരസമ്പൎക്കം ചെയ്തു പുരുഷാരവുമായി ദൈവാലയത്തിലേക്കു പോയല്ലോ.,Psalms 133:1,"ഇതാ, സഹോദരന്മാർ ഒത്തൊരുമിച്ചു വസിക്കുന്നതു എത്ര ശുഭവും എത്ര മനോഹരവും ആകുന്നു!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Psalms 55:14,"Tayo ay maligayang nagpapayuhang magkasama, tayo'y lumalakad na magkaakbay sa bahay ng Dios.",Psalms 133:1,"Masdan ninyo, na pagkabuti at pagkaligaya sa mga magkakapatid na magsitahang magkakasama sa pagkakaisa!",The original describes a friendship within a lament about betrayal; this full verse celebrates unity directly.,https://api.getbible.net/v2/tagalog.json
source-correction,Louis Segond (1910),John 10:17,"Le Père m’aime, parce que je donne ma vie, afin de la reprendre.",John 10:17,"Le Père m’aime, parce que je donnema vie, afin de la reprendre.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Berean Standard Bible (BSB),John 14:24,"Whoever does not love Me does not keep My words. The word that you hear is not My own, but it is from the Father who sent Me.",John 15:12,"This is My commandment, that you love one another as I have loved you.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),John 14:24,He who has no love for me does not keep my words; and the word which you are hearing is not my word but the Father's who sent me.,John 15:12,"This is the law I give you: Have love one for another, even as I have love for you.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),John 14:24,"He that loveth me not keepeth not my sayings: and the word which ye hear is not mine, but the Father's which sent me.",John 15:12,"This is my commandment, That ye love one another, as I have loved you.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),John 14:24,"He who doesn’t love me doesn’t keep my words. The word which you hear isn’t mine, but the Father’s who sent me.",John 15:12,"“This is my commandment, that you love one another, even as I have loved you.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),John 14:24,"Wer mich aber nicht liebt, der hält meine Worte nicht. Und das Wort, das ihr hört, ist nicht mein, sondern des Vaters, der mich gesandt hat.",John 15:12,"Das ist mein Gebot, daß ihr euch untereinander liebet, gleichwie ich euch liebe.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),John 14:24,"Celui qui ne m’aime pas ne garde point mes paroles. Et la parole que vous entendez n’est pas de moi, mais du Père qui m’a envoyé.",John 15:12,"C’est ici mon commandement: Aimez-vous les uns les autres, comme je vous ai aimés.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),John 14:24,"Chi non mi ama non osserva le mie parole; e la parola che voi udite non è mia, ma è del Padre che mi ha mandato.",John 15:12,"Questo è il mio comandamento: che vi amiate gli uni gli altri, come io ho amato voi.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),John 14:24,"El que no me ama, no guarda mis palabras: y la palabra que habéis oído, no es mía, sino del Padre que me envió.",John 15:12,"Este es mi mandamiento: Que os améis los unos á los otros, como yo os he amado.",Replace an isolated negative contrast with a complete positive command to love one another.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),John 14:24,എന്നെ സ്നേഹിക്കാത്തവൻ എന്റെ വചനം പ്രമാണിക്കുന്നില്ല; നിങ്ങൾ കേൾക്കുന്ന വചനം എന്റേതല്ല എന്നെ അയച്ച പിതാവിന്റെതത്രേ എന്നു ഉത്തരം പറഞ്ഞു.,John 15:12,ഞാൻ നിങ്ങളെ സ്നേഹിച്ചിരിക്കുന്നതുപോലെ നിങ്ങളും തമ്മിൽ തമ്മിൽ സ്നേഹിക്കേണം എന്നാകുന്നു എന്റെ കല്പന.,Replace an isolated negative contrast with a complete positive command to love one another.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),John 14:24,"Ang hindi umiibig sa akin ay hindi tumutupad ng aking mga salita: at ang salitang inyong narinig ay hindi akin, kundi sa Amang nagsugo sa akin.",John 15:12,"Ito ang aking utos, na kayo'y mangagibigan sa isa't isa, na gaya ng pagibig ko sa inyo.",Replace an isolated negative contrast with a complete positive command to love one another.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),John 14:31,"But I do exactly what the Father has commanded Me, so that the world may know that I love the Father. Get up! Let us go on from here.",John 15:11,I have told you these things so that My joy may be in you and your joy may be complete.,The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),John 14:31,"But he comes so that the world may see that I have love for the Father, and that I am doing as I am ordered by the Father. Get up, and let us go.",John 15:11,I have said these things to you so that I may have joy in you and so that your joy may be complete.,The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),John 14:31,"But that the world may know that I love the Father; and as the Father gave me commandment, even so I do. Arise, let us go hence.",John 15:11,"These things have I spoken unto you, that my joy might remain in you, and that your joy might be full.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),John 14:31,"But that the world may know that I love the Father, and as the Father commanded me, even so I do. Arise, let’s go from here.",John 15:11,"I have spoken these things to you, that my joy may remain in you, and that your joy may be made full.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),John 14:31,"Aber auf daß die Welt erkenne, daß ich den Vater liebe und ich also tue, wie mir der Vater geboten hat: stehet auf und lasset uns von hinnen gehen.",John 15:11,"Solches rede ich zu euch, auf daß meine Freude in euch bleibe und eure Freude vollkommen werde.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),John 14:31,"mais afin que le monde sache que j’aime le Père, et que j’agis selon l’ordre que le Père m’a donné, levez-vous, partons d’ici.",John 15:11,"Je vous ai dit ces choses, afin que ma joie soit en vous, et que votre joie soit parfaite.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),John 14:31,"ma così avviene, affinché il mondo conosca che amo il Padre, e opero come il Padre m’ha ordinato. Levatevi, andiamo via di qui.",John 15:11,"Queste cose vi ho detto, affinché la mia allegrezza dimori in voi, e la vostra allegrezza sia resa completa.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),John 14:31,"Empero para que conozca el mundo que amo al Padre, y como el Padre me dió el mandamiento, así hago. Levantaos, vamos de aquí.",John 15:11,"Estas cosas os he hablado, para que mi gozo esté en vosotros, y vuestro gozo sea cumplido.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),John 14:31,എങ്കിലും ഞാൻ പിതാവിനെ സ്നേഹിക്കുന്നു എന്നും പിതാവു എന്നോടു കല്പിച്ചതുപോലെ ഞാൻ ചെയ്യുന്നു എന്നും ലോകം അറിയട്ടെ. എഴുന്നേല്പിൻ; നാം പോക.,John 15:11,എന്റെ സന്തോഷം നിങ്ങളിൽ ഇരിപ്പാനും നിങ്ങളുടെ സന്തോഷം പൂൎണ്ണമാകുവാനും ഞാൻ ഇതു നിങ്ങളോടു സംസാരിച്ചിരിക്കുന്നു.,The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),John 14:31,"Datapuwa't upang maalaman ng sanglibutan na ako'y umiibig sa Ama, at ayon sa kautusang ibinigay sa akin ng Ama, ay gayon din ang aking ginagawa. Magsitindig kayo, at magsialis tayo rito.",John 15:11,"Ang mga bagay na ito ay sinalita ko sa inyo, upang ang aking kagalakan ay mapasa inyo, at upang ang inyong kagalakan ay malubos.",The original closes with a scene-transition instruction; the replacement directly explains Jesus' teaching about joy.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),John 5:20,"The Father loves the Son and shows Him all He does. And to your amazement, He will show Him even greater works than these.",John 15:13,"Greater love has no one than this, that he lay down his life for his friends.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),John 5:20,For the Father has love for the Son and lets him see everything which he does: and he will let him see greater works than these so that you may be full of wonder.,John 15:13,"Greater love has no man than this, that a man gives up his life for his friends.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),John 5:20,"For the Father loveth the Son, and sheweth him all things that himself doeth: and he will shew him greater works than these, that ye may marvel.",John 15:13,"Greater love hath no man than this, that a man lay down his life for his friends.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),John 5:20,"For the Father has affection for the Son, and shows him all things that he himself does. He will show him greater works than these, that you may marvel.",John 15:13,"Greater love has no one than this, that someone lay down his life for his friends.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),John 5:20,"Der Vater aber hat den Sohn lieb und zeigt ihm alles, was er tut, und wird ihm noch größere Werke zeigen, daß ihr euch verwundern werdet.",John 15:13,"Niemand hat größere Liebe denn die, daß er sein Leben läßt für seine Freunde.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),John 5:20,"Car le Père aime le Fils, et lui montre tout ce qu’il fait; et il lui montrera des œuvres plus grandes que celles-ci, afin que vous soyez dans l’étonnement.",John 15:13,Il n’y a pas de plus grand amour que de donner sa vie pour ses amis.,The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),John 5:20,"Poiché il Padre ama il Figliuolo, e gli mostra tutto quello che Egli fa; e gli mostrerà delle opere maggiori di queste, affinché ne restiate maravigliati.",John 15:13,Nessuno ha amore più grande che quello di dar la sua vita per i suoi amici.,The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),John 5:20,"Porque el Padre ama al Hijo, y le muestra todas las cosas que él hace; y mayores obras que éstas le mostrará, de suerte que vosotros os maravilléis.",John 15:13,"Nadie tiene mayor amor que este, que ponga alguno su vida por sus amigos.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),John 5:20,പിതാവു പുത്രനെ സ്നേഹിക്കയും താൻ ചെയ്യുന്നതു ഒക്കെയും അവന്നു കാണിച്ചുകൊടുക്കയും ചെയ്യുന്നു; നിങ്ങൾ ആശ്ചൎയ്യപ്പെടുമാറു ഇവയിൽ വലിയ പ്രവൃത്തികളും അവന്നു കാണിച്ചുകൊടുക്കും.,John 15:13,സ്നേഹിതന്മാൎക്കുവേണ്ടി ജീവനെ കൊടുക്കുന്നതിലും അധികമുള്ള സ്നേഹം ആൎക്കും ഇല്ല.,The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),John 5:20,"Sapagka't sinisinta ng Ama ang Anak, at sa kaniya'y ipinakikita ang lahat ng mga bagay na kaniyang ginagawa: at lalong dakilang mga gawa kay sa mga ito ang sa kaniya'y ipakikita niya, upang kayo'y magsipanggilalas.",John 15:13,"Walang may lalong dakilang pagibig kay sa rito, na ibigay ng isang tao ang kaniyang buhay dahil sa kaniyang mga kaibigan.",The original refers to coming signs in its discourse; this complete saying describes sacrificial love.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),John 8:42,"Jesus said to them, “If God were your Father, you would love Me, for I have come here from God. I have not come on My own, but He sent Me.",John 6:37,"Everyone the Father gives Me will come to Me, and the one who comes to Me I will never drive away.",The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),John 8:42,"Jesus said to them, If God was your Father you would have love for me, because it was from God I came and am here. I did not come of myself, but he sent me.",John 6:37,Whatever the Father gives to me will come to me; and I will not send away anyone who comes to me.,The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),John 8:42,"Jesus said unto them, If God were your Father, ye would love me: for I proceeded forth and came from God; neither came I of myself, but he sent me.",John 6:37,All that the Father giveth me shall come to me; and him that cometh to me I will in no wise cast out.,The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),John 8:42,"Therefore Jesus said to them, “If God were your father, you would love me, for I came out and have come from God. For I haven’t come of myself, but he sent me.",John 6:37,All those whom the Father gives me will come to me. He who comes to me I will in no way throw out.,The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),John 8:42,"Jesus sprach zu ihnen: Wäre Gott euer Vater, so liebtet ihr mich; denn ich bin ausgegangen und komme von Gott; denn ich bin nicht von mir selber gekommen, sondern er hat mich gesandt.",John 6:37,"Alles, was mir mein Vater gibt, das kommt zu mir; und wer zu mir kommt, den werde ich nicht hinausstoßen.",The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),John 8:42,"Jésus leur dit: Si Dieu était votre Père, vous m’aimeriez, car c’est de Dieu que je suis sorti et que je viens; je ne suis pas venu de moi-même, mais c’est lui qui m’a envoyé.",John 6:37,"Tous ceux que le Père me donne viendront à moi, et je ne mettrai pas dehors celui qui vient à moi;",The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),John 8:42,"Gesù disse loro: Se Dio fosse vostro Padre, amereste me, perché io son proceduto e vengo da Dio, perché io non son venuto da me, ma è Lui che mi ha mandato.",John 6:37,"Tutto quel che il Padre mi dà, verrà a me; e colui che viene a me, io non lo caccerò fuori;",The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),John 8:42,"Jesús entonces les dijo: Si vuestro padre fuera Dios, ciertamente me amaríais: porque yo de Dios he salido, y he venido; que no he venido de mí mismo, mas él me envió.",John 6:37,"Todo lo que el Padre me da, vendrá á mí; y al que á mí viene, no le hecho fuera.",The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),John 8:42,"യേശു അവരോടു പറഞ്ഞതു: ദൈവം നിങ്ങളുടെ പിതാവു എങ്കിൽ നിങ്ങൾ എന്നെ സ്നേഹിക്കുമായിരുന്നു; ഞാൻ ദൈവത്തിന്റെ അടുക്കൽനിന്നു വന്നിരിക്കുന്നു; ഞാൻ സ്വയമായി വന്നതല്ല, അവൻ എന്നെ അയച്ചതാകുന്നു.",John 6:37,പിതാവു എനിക്കു തരുന്നതു ഒക്കെയും എന്റെ അടുക്കൽ വരും; എന്റെ അടുക്കൽ വരുന്നവനെ ഞാൻ ഒരുനാളും തള്ളിക്കളകയില്ല.,The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),John 8:42,"Sinabi sa kanila ni Jesus, Kung ang Dios ang inyong ama, ay inyong iibigin ako: sapagka't ako'y nagmula at nanggaling sa Dios; sapagka't hindi ako naparito sa aking sarili, kundi sinugo niya ako.",John 6:37,Ang lahat ng ibinibigay sa akin ng Ama ay magsisilapit sa akin; at ang lumalapit sa akin sa anomang paraan ay hindi ko itataboy.,The original challenges its hearers' claimed relationship with God; this full verse offers assurance of welcome.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Matthew 10:37,Anyone who loves his father or mother more than Me is not worthy of Me; anyone who loves his son or daughter more than Me is not worthy of Me;,James 1:19,"My beloved brothers, understand this: Everyone should be quick to listen, slow to speak, and slow to anger,",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Matthew 10:37,He who has more love for his father or mother than for me is not good enough for me; he who has more love for son or daughter than for me is not good enough for me.,James 1:19,"You have knowledge of this, dear brothers. But let every man be quick in hearing, slow in words, slow to get angry;",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Matthew 10:37,He that loveth father or mother more than me is not worthy of me: and he that loveth son or daughter more than me is not worthy of me.,James 1:19,"Wherefore, my beloved brethren, let every man be swift to hear, slow to speak, slow to wrath:",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Matthew 10:37,He who loves father or mother more than me is not worthy of me; and he who loves son or daughter more than me isn’t worthy of me.,James 1:19,"So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger;",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Matthew 10:37,"Wer Vater oder Mutter mehr liebt denn mich, der ist mein nicht wert; und wer Sohn oder Tochter mehr liebt denn mich, der ist mein nicht wert.",James 1:19,"Darum, liebe Brüder, ein jeglicher Mensch sei schnell, zu hören, langsam aber, zu reden, und langsam zum Zorn.",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Matthew 10:37,"Celui qui aime son père ou sa mère plus que moi n’est pas digne de moi, et celui qui aime son fils ou sa fille plus que moi n’est pas digne de moi;",James 1:19,"Sachez-le, mes frères bien-aimés. Ainsi, que tout homme soit prompt à écouter, lent à parler, lent à se mettre en colère;",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/fraLSG_usfx.zip
